商户订单号,业务描述,收入金额（+元）,收入金额(元),收入金额,支出金额（-元）,支出金额(元),支出金额,发生时间,账务类型,发生金额,金额(元),金额
2705000514,平台技术服务费,0.00,0.00,0.00,1.10,1.10,1.10,2026-05-05 10:37:54,费用扣除,-1.10,1.10,1.10
2705000275,订单结算收入,83.19,83.19,83.19,0.00,0.00,0.00,2026-05-04 14:05:00,订单结算,83.19,83.19,83.19
2705000275,平台技术服务费,0.00,0.00,0.00,0.50,0.50,0.50,2026-05-05 02:24:43,费用扣除,-0.50,0.50,0.50
2705000172,订单结算收入,188.71,188.71,188.71,0.00,0.00,0.00,2026-05-04 10:13:38,订单结算,188.71,188.71,188.71
2705000172,平台技术服务费,0.00,0.00,0.00,1.14,1.14,1.14,2026-05-05 23:34:43,费用扣除,-1.14,1.14,1.14
2705000517,订单结算收入,746.29,746.29,746.29,0.00,0.00,0.00,2026-05-04 02:56:54,订单结算,746.29,746.29,746.29
2705000517,平台技术服务费,0.00,0.00,0.00,7.54,7.54,7.54,2026-05-05 20:57:13,费用扣除,-7.54,7.54,7.54
2705000374,订单结算收入,91.23,91.23,91.23,0.00,0.00,0.00,2026-05-04 18:13:07,订单结算,91.23,91.23,91.23
2705000374,平台技术服务费,0.00,0.00,0.00,0.55,0.55,0.55,2026-05-05 00:13:43,费用扣除,-0.55,0.55,0.55
2705000140,订单结算收入,111.50,111.50,111.50,0.00,0.00,0.00,2026-05-04 01:25:56,订单结算,111.50,111.50,111.50
2705000140,平台技术服务费,0.00,0.00,0.00,0.67,0.67,0.67,2026-05-05 23:28:57,费用扣除,-0.67,0.67,0.67
2705000016,订单结算收入,84.73,84.73,84.73,0.00,0.00,0.00,2026-05-04 17:03:14,订单结算,84.73,84.73,84.73
2705000016,平台技术服务费,0.00,0.00,0.00,0.51,0.51,0.51,2026-05-05 01:43:01,费用扣除,-0.51,0.51,0.51
2705000374,004延迟发货罚款,0.00,0.00,0.00,37.22,37.22,37.22,2026-05-04 08:54:17,罚款扣款,-37.22,37.22,37.22
2705000450,订单结算收入,81.66,81.66,81.66,0.00,0.00,0.00,2026-05-05 20:35:02,订单结算,81.66,81.66,81.66
2705000450,平台技术服务费,0.00,0.00,0.00,0.49,0.49,0.49,2026-05-06 20:58:31,费用扣除,-0.49,0.49,0.49
2705000500,订单结算收入,67.85,67.85,67.85,0.00,0.00,0.00,2026-05-05 20:11:38,订单结算,67.85,67.85,67.85
2705000500,平台技术服务费,0.00,0.00,0.00,0.41,0.41,0.41,2026-05-06 15:46:24,费用扣除,-0.41,0.41,0.41
2705000187,订单结算收入,100.74,100.74,100.74,0.00,0.00,0.00,2026-05-05 08:59:40,订单结算,100.74,100.74,100.74
2705000187,平台技术服务费,0.00,0.00,0.00,0.61,0.61,0.61,2026-05-06 08:04:04,费用扣除,-0.61,0.61,0.61
2705000452,订单结算收入,162.44,162.44,162.44,0.00,0.00,0.00,2026-05-05 03:43:52,订单结算,162.44,162.44,162.44
2705000452,平台技术服务费,0.00,0.00,0.00,0.98,0.98,0.98,2026-05-06 14:45:14,费用扣除,-0.98,0.98,0.98
2705000375,订单结算收入,146.94,146.94,146.94,0.00,0.00,0.00,2026-05-05 03:33:49,订单结算,146.94,146.94,146.94
2705000375,平台技术服务费,0.00,0.00,0.00,0.89,0.89,0.89,2026-05-06 12:33:32,费用扣除,-0.89,0.89,0.89
2705000237,订单结算收入,102.15,102.15,102.15,0.00,0.00,0.00,2026-05-05 06:49:40,订单结算,102.15,102.15,102.15
2705000237,平台技术服务费,0.00,0.00,0.00,1.03,1.03,1.03,2026-05-06 00:26:34,费用扣除,-1.03,1.03,1.03
2705000133,订单结算收入,112.06,112.06,112.06,0.00,0.00,0.00,2026-05-05 21:51:13,订单结算,112.06,112.06,112.06
2705000133,平台技术服务费,0.00,0.00,0.00,0.68,0.68,0.68,2026-05-06 07:51:33,费用扣除,-0.68,0.68,0.68
2705000341,订单结算收入,27.16,27.16,27.16,0.00,0.00,0.00,2026-05-05 15:13:02,订单结算,27.16,27.16,27.16
2705000341,平台技术服务费,0.00,0.00,0.00,0.16,0.16,0.16,2026-05-06 20:43:15,费用扣除,-0.16,0.16,0.16
2705000028,订单结算收入,83.64,83.64,83.64,0.00,0.00,0.00,2026-05-05 12:18:39,订单结算,83.64,83.64,83.64
2705000028,平台技术服务费,0.00,0.00,0.00,0.84,0.84,0.84,2026-05-06 22:24:02,费用扣除,-0.84,0.84,0.84
2705000017,订单结算收入,67.71,67.71,67.71,0.00,0.00,0.00,2026-05-05 06:07:23,订单结算,67.71,67.71,67.71
2705000017,平台技术服务费,0.00,0.00,0.00,0.41,0.41,0.41,2026-05-06 13:06:30,费用扣除,-0.41,0.41,0.41
2705000312,订单结算收入,38.30,38.30,38.30,0.00,0.00,0.00,2026-05-06 15:33:50,订单结算,38.30,38.30,38.30
2705000312,平台技术服务费,0.00,0.00,0.00,0.23,0.23,0.23,2026-05-07 22:37:10,费用扣除,-0.23,0.23,0.23
2705000396,订单结算收入,211.37,211.37,211.37,0.00,0.00,0.00,2026-05-06 06:50:28,订单结算,211.37,211.37,211.37
2705000396,平台技术服务费,0.00,0.00,0.00,1.28,1.28,1.28,2026-05-07 18:28:31,费用扣除,-1.28,1.28,1.28
2705000264,订单结算收入,64.59,64.59,64.59,0.00,0.00,0.00,2026-05-06 01:10:18,订单结算,64.59,64.59,64.59
2705000264,平台技术服务费,0.00,0.00,0.00,0.65,0.65,0.65,2026-05-07 10:21:18,费用扣除,-0.65,0.65,0.65
2705000141,订单结算收入,190.58,190.58,190.58,0.00,0.00,0.00,2026-05-06 10:48:57,订单结算,190.58,190.58,190.58
2705000141,平台技术服务费,0.00,0.00,0.00,1.15,1.15,1.15,2026-05-07 13:38:59,费用扣除,-1.15,1.15,1.15
2705000025,订单结算收入,106.06,106.06,106.06,0.00,0.00,0.00,2026-05-06 02:34:21,订单结算,106.06,106.06,106.06
2705000025,平台技术服务费,0.00,0.00,0.00,0.64,0.64,0.64,2026-05-07 19:28:24,费用扣除,-0.64,0.64,0.64
2705000089,订单结算收入,95.25,95.25,95.25,0.00,0.00,0.00,2026-05-06 10:48:38,订单结算,95.25,95.25,95.25
2705000089,平台技术服务费,0.00,0.00,0.00,0.57,0.57,0.57,2026-05-07 02:29:13,费用扣除,-0.57,0.57,0.57
2705000207,订单结算收入,116.55,116.55,116.55,0.00,0.00,0.00,2026-05-06 12:52:40,订单结算,116.55,116.55,116.55
2705000207,平台技术服务费,0.00,0.00,0.00,0.70,0.70,0.70,2026-05-07 18:58:29,费用扣除,-0.70,0.70,0.70
2705000408,订单结算收入,157.45,157.45,157.45,0.00,0.00,0.00,2026-05-06 17:15:03,订单结算,157.45,157.45,157.45
2705000408,平台技术服务费,0.00,0.00,0.00,0.95,0.95,0.95,2026-05-07 19:35:24,费用扣除,-0.95,0.95,0.95
2705000506,订单结算收入,64.13,64.13,64.13,0.00,0.00,0.00,2026-05-06 18:07:43,订单结算,64.13,64.13,64.13
2705000506,平台技术服务费,0.00,0.00,0.00,0.39,0.39,0.39,2026-05-07 19:00:52,费用扣除,-0.39,0.39,0.39
2705000089,0030002百亿补贴技术服务费,0.00,0.00,0.00,10.85,10.85,10.85,2026-05-06 18:11:43,技术服务费,-10.85,10.85,10.85
2705000435,订单结算收入,32.78,32.78,32.78,0.00,0.00,0.00,2026-05-07 10:06:58,订单结算,32.78,32.78,32.78
2705000435,平台技术服务费,0.00,0.00,0.00,0.20,0.20,0.20,2026-05-08 12:34:58,费用扣除,-0.20,0.20,0.20
2705000438,订单结算收入,304.33,304.33,304.33,0.00,0.00,0.00,2026-05-07 13:58:32,订单结算,304.33,304.33,304.33
2705000438,平台技术服务费,0.00,0.00,0.00,3.07,3.07,3.07,2026-05-08 21:41:15,费用扣除,-3.07,3.07,3.07
2705000154,订单结算收入,18.06,18.06,18.06,0.00,0.00,0.00,2026-05-07 18:22:22,订单结算,18.06,18.06,18.06
2705000154,平台技术服务费,0.00,0.00,0.00,0.11,0.11,0.11,2026-05-08 13:48:53,费用扣除,-0.11,0.11,0.11
2705000419,订单结算收入,151.70,151.70,151.70,0.00,0.00,0.00,2026-05-07 13:55:22,订单结算,151.70,151.70,151.70
2705000419,平台技术服务费,0.00,0.00,0.00,1.53,1.53,1.53,2026-05-08 06:04:07,费用扣除,-1.53,1.53,1.53
2705000342,订单结算收入,30.65,30.65,30.65,0.00,0.00,0.00,2026-05-07 06:59:59,订单结算,30.65,30.65,30.65
2705000342,平台技术服务费,0.00,0.00,0.00,0.18,0.18,0.18,2026-05-08 04:24:07,费用扣除,-0.18,0.18,0.18
2705000432,订单结算收入,27.03,27.03,27.03,0.00,0.00,0.00,2026-05-07 00:37:37,订单结算,27.03,27.03,27.03
2705000432,平台技术服务费,0.00,0.00,0.00,0.16,0.16,0.16,2026-05-08 11:46:07,费用扣除,-0.16,0.16,0.16
2705000001,订单结算收入,233.19,233.19,233.19,0.00,0.00,0.00,2026-05-07 13:26:26,订单结算,233.19,233.19,233.19
2705000001,平台技术服务费,0.00,0.00,0.00,1.41,1.41,1.41,2026-05-08 19:48:41,费用扣除,-1.41,1.41,1.41
2705000355,订单结算收入,19.33,19.33,19.33,0.00,0.00,0.00,2026-05-07 02:47:04,订单结算,19.33,19.33,19.33
2705000355,平台技术服务费,0.00,0.00,0.00,0.12,0.12,0.12,2026-05-08 08:30:44,费用扣除,-0.12,0.12,0.12
2705000494,订单结算收入,316.89,316.89,316.89,0.00,0.00,0.00,2026-05-07 18:13:28,订单结算,316.89,316.89,316.89
2705000494,平台技术服务费,0.00,0.00,0.00,3.20,3.20,3.20,2026-05-08 05:38:40,费用扣除,-3.20,3.20,3.20
2705000302,订单结算收入,204.83,204.83,204.83,0.00,0.00,0.00,2026-05-07 02:41:58,订单结算,204.83,204.83,204.83
2705000302,平台技术服务费,0.00,0.00,0.00,2.07,2.07,2.07,2026-05-08 04:34:20,费用扣除,-2.07,2.07,2.07
2705000475,订单结算收入,234.86,234.86,234.86,0.00,0.00,0.00,2026-05-07 12:06:09,订单结算,234.86,234.86,234.86
2705000475,平台技术服务费,0.00,0.00,0.00,1.42,1.42,1.42,2026-05-08 02:53:53,费用扣除,-1.42,1.42,1.42
2705000075,订单结算收入,57.82,57.82,57.82,0.00,0.00,0.00,2026-05-07 06:31:11,订单结算,57.82,57.82,57.82
2705000075,平台技术服务费,0.00,0.00,0.00,0.58,0.58,0.58,2026-05-08 20:29:45,费用扣除,-0.58,0.58,0.58
2705000114,订单结算收入,246.09,246.09,246.09,0.00,0.00,0.00,2026-05-07 15:33:03,订单结算,246.09,246.09,246.09
2705000114,平台技术服务费,0.00,0.00,0.00,1.49,1.49,1.49,2026-05-08 10:48:18,费用扣除,-1.49,1.49,1.49
2705000429,订单结算收入,68.51,68.51,68.51,0.00,0.00,0.00,2026-05-07 08:01:33,订单结算,68.51,68.51,68.51
2705000429,平台技术服务费,0.00,0.00,0.00,0.41,0.41,0.41,2026-05-08 04:41:14,费用扣除,-0.41,0.41,0.41
2705000193,订单结算收入,116.79,116.79,116.79,0.00,0.00,0.00,2026-05-07 16:19:09,订单结算,116.79,116.79,116.79
2705000193,平台技术服务费,0.00,0.00,0.00,0.70,0.70,0.70,2026-05-08 21:51:34,费用扣除,-0.70,0.70,0.70
2705000154,004延迟发货罚款,0.00,0.00,0.00,5.21,5.21,5.21,2026-05-07 18:01:04,罚款扣款,-5.21,5.21,5.21
2705000242,订单结算收入,86.71,86.71,86.71,0.00,0.00,0.00,2026-05-08 02:02:03,订单结算,86.71,86.71,86.71
2705000242,平台技术服务费,0.00,0.00,0.00,0.52,0.52,0.52,2026-05-09 22:04:05,费用扣除,-0.52,0.52,0.52
2705000224,订单结算收入,272.59,272.59,272.59,0.00,0.00,0.00,2026-05-08 04:42:09,订单结算,272.59,272.59,272.59
2705000224,平台技术服务费,0.00,0.00,0.00,1.65,1.65,1.65,2026-05-09 15:15:24,费用扣除,-1.65,1.65,1.65
2705000279,订单结算收入,52.86,52.86,52.86,0.00,0.00,0.00,2026-05-08 04:35:19,订单结算,52.86,52.86,52.86
2705000279,平台技术服务费,0.00,0.00,0.00,0.32,0.32,0.32,2026-05-09 17:06:26,费用扣除,-0.32,0.32,0.32
2705000148,订单结算收入,81.61,81.61,81.61,0.00,0.00,0.00,2026-05-08 13:26:25,订单结算,81.61,81.61,81.61
2705000148,平台技术服务费,0.00,0.00,0.00,0.82,0.82,0.82,2026-05-09 19:10:19,费用扣除,-0.82,0.82,0.82
2705000042,订单结算收入,68.70,68.70,68.70,0.00,0.00,0.00,2026-05-08 09:35:42,订单结算,68.70,68.70,68.70
2705000042,平台技术服务费,0.00,0.00,0.00,0.41,0.41,0.41,2026-05-09 04:22:51,费用扣除,-0.41,0.41,0.41
2705000175,订单结算收入,82.34,82.34,82.34,0.00,0.00,0.00,2026-05-08 10:02:10,订单结算,82.34,82.34,82.34
2705000175,平台技术服务费,0.00,0.00,0.00,0.83,0.83,0.83,2026-05-09 20:15:08,费用扣除,-0.83,0.83,0.83
2705000310,订单结算收入,19.02,19.02,19.02,0.00,0.00,0.00,2026-05-08 19:04:54,订单结算,19.02,19.02,19.02
2705000310,平台技术服务费,0.00,0.00,0.00,0.11,0.11,0.11,2026-05-09 18:25:22,费用扣除,-0.11,0.11,0.11
2705000160,订单结算收入,116.16,116.16,116.16,0.00,0.00,0.00,2026-05-08 23:10:16,订单结算,116.16,116.16,116.16
2705000160,平台技术服务费,0.00,0.00,0.00,0.70,0.70,0.70,2026-05-09 20:22:47,费用扣除,-0.70,0.70,0.70
2705000157,订单结算收入,81.69,81.69,81.69,0.00,0.00,0.00,2026-05-08 18:12:26,订单结算,81.69,81.69,81.69
2705000157,平台技术服务费,0.00,0.00,0.00,0.49,0.49,0.49,2026-05-09 19:18:54,费用扣除,-0.49,0.49,0.49
2705000453,订单结算收入,168.70,168.70,168.70,0.00,0.00,0.00,2026-05-08 09:43:22,订单结算,168.70,168.70,168.70
2705000453,平台技术服务费,0.00,0.00,0.00,1.02,1.02,1.02,2026-05-09 14:13:03,费用扣除,-1.02,1.02,1.02
2705000083,订单结算收入,146.49,146.49,146.49,0.00,0.00,0.00,2026-05-08 09:14:32,订单结算,146.49,146.49,146.49
2705000083,平台技术服务费,0.00,0.00,0.00,0.88,0.88,0.88,2026-05-09 02:14:24,费用扣除,-0.88,0.88,0.88
2705000503,订单结算收入,80.09,80.09,80.09,0.00,0.00,0.00,2026-05-08 21:04:41,订单结算,80.09,80.09,80.09
2705000503,平台技术服务费,0.00,0.00,0.00,0.81,0.81,0.81,2026-05-09 07:24:26,费用扣除,-0.81,0.81,0.81
2705000381,订单结算收入,115.25,115.25,115.25,0.00,0.00,0.00,2026-05-08 02:33:36,订单结算,115.25,115.25,115.25
2705000381,平台技术服务费,0.00,0.00,0.00,0.70,0.70,0.70,2026-05-09 18:42:23,费用扣除,-0.70,0.70,0.70
2705000507,订单结算收入,41.57,41.57,41.57,0.00,0.00,0.00,2026-05-08 23:05:08,订单结算,41.57,41.57,41.57
2705000507,平台技术服务费,0.00,0.00,0.00,0.25,0.25,0.25,2026-05-09 17:06:51,费用扣除,-0.25,0.25,0.25
2705000507,004延迟发货罚款,0.00,0.00,0.00,47.44,47.44,47.44,2026-05-08 10:39:51,罚款扣款,-47.44,47.44,47.44
2705000507,006推广营销费,0.00,0.00,0.00,18.87,18.87,18.87,2026-05-08 08:57:30,营销费用,-18.87,18.87,18.87
2705000097,订单结算收入,134.49,134.49,134.49,0.00,0.00,0.00,2026-05-09 01:03:13,订单结算,134.49,134.49,134.49
2705000097,平台技术服务费,0.00,0.00,0.00,1.36,1.36,1.36,2026-05-10 07:49:25,费用扣除,-1.36,1.36,1.36
2705000383,订单结算收入,50.66,50.66,50.66,0.00,0.00,0.00,2026-05-09 07:43:56,订单结算,50.66,50.66,50.66
2705000383,平台技术服务费,0.00,0.00,0.00,0.31,0.31,0.31,2026-05-10 06:22:36,费用扣除,-0.31,0.31,0.31
2705000277,订单结算收入,27.48,27.48,27.48,0.00,0.00,0.00,2026-05-09 04:09:48,订单结算,27.48,27.48,27.48
2705000277,平台技术服务费,0.00,0.00,0.00,0.17,0.17,0.17,2026-05-10 09:30:17,费用扣除,-0.17,0.17,0.17
2705000398,订单结算收入,158.44,158.44,158.44,0.00,0.00,0.00,2026-05-09 14:10:54,订单结算,158.44,158.44,158.44
2705000398,平台技术服务费,0.00,0.00,0.00,0.96,0.96,0.96,2026-05-10 06:12:33,费用扣除,-0.96,0.96,0.96
2705000349,订单结算收入,225.02,225.02,225.02,0.00,0.00,0.00,2026-05-09 20:32:22,订单结算,225.02,225.02,225.02
2705000349,平台技术服务费,0.00,0.00,0.00,1.36,1.36,1.36,2026-05-10 17:28:08,费用扣除,-1.36,1.36,1.36
2705000037,订单结算收入,33.14,33.14,33.14,0.00,0.00,0.00,2026-05-09 13:00:30,订单结算,33.14,33.14,33.14
2705000037,平台技术服务费,0.00,0.00,0.00,0.20,0.20,0.20,2026-05-10 09:17:41,费用扣除,-0.20,0.20,0.20
2705000002,订单结算收入,52.75,52.75,52.75,0.00,0.00,0.00,2026-05-09 23:54:19,订单结算,52.75,52.75,52.75
2705000002,平台技术服务费,0.00,0.00,0.00,0.32,0.32,0.32,2026-05-10 10:53:40,费用扣除,-0.32,0.32,0.32
2705000241,订单结算收入,240.03,240.03,240.03,0.00,0.00,0.00,2026-05-09 23:35:53,订单结算,240.03,240.03,240.03
2705000241,平台技术服务费,0.00,0.00,0.00,1.45,1.45,1.45,2026-05-10 11:02:40,费用扣除,-1.45,1.45,1.45
2705000159,订单结算收入,603.60,603.60,603.60,0.00,0.00,0.00,2026-05-10 04:08:02,订单结算,603.60,603.60,603.60
2705000159,平台技术服务费,0.00,0.00,0.00,3.64,3.64,3.64,2026-05-11 10:03:53,费用扣除,-3.64,3.64,3.64
2705000327,订单结算收入,184.35,184.35,184.35,0.00,0.00,0.00,2026-05-10 21:31:05,订单结算,184.35,184.35,184.35
2705000327,平台技术服务费,0.00,0.00,0.00,1.11,1.11,1.11,2026-05-11 03:58:48,费用扣除,-1.11,1.11,1.11
2705000353,订单结算收入,89.59,89.59,89.59,0.00,0.00,0.00,2026-05-10 00:12:41,订单结算,89.59,89.59,89.59
2705000353,平台技术服务费,0.00,0.00,0.00,0.54,0.54,0.54,2026-05-11 09:18:02,费用扣除,-0.54,0.54,0.54
2705000455,订单结算收入,302.55,302.55,302.55,0.00,0.00,0.00,2026-05-10 05:38:11,订单结算,302.55,302.55,302.55
2705000455,平台技术服务费,0.00,0.00,0.00,1.83,1.83,1.83,2026-05-11 13:40:10,费用扣除,-1.83,1.83,1.83
2705000021,订单结算收入,72.61,72.61,72.61,0.00,0.00,0.00,2026-05-10 15:53:59,订单结算,72.61,72.61,72.61
2705000021,平台技术服务费,0.00,0.00,0.00,0.44,0.44,0.44,2026-05-11 12:26:51,费用扣除,-0.44,0.44,0.44
2705000205,订单结算收入,100.36,100.36,100.36,0.00,0.00,0.00,2026-05-10 05:50:10,订单结算,100.36,100.36,100.36
2705000205,平台技术服务费,0.00,0.00,0.00,0.61,0.61,0.61,2026-05-11 01:45:23,费用扣除,-0.61,0.61,0.61
2705000234,订单结算收入,109.74,109.74,109.74,0.00,0.00,0.00,2026-05-10 00:55:05,订单结算,109.74,109.74,109.74
2705000234,平台技术服务费,0.00,0.00,0.00,0.66,0.66,0.66,2026-05-11 18:44:05,费用扣除,-0.66,0.66,0.66
2705000400,订单结算收入,103.14,103.14,103.14,0.00,0.00,0.00,2026-05-10 10:06:47,订单结算,103.14,103.14,103.14
2705000400,平台技术服务费,0.00,0.00,0.00,0.62,0.62,0.62,2026-05-11 19:03:17,费用扣除,-0.62,0.62,0.62
2705000231,订单结算收入,316.98,316.98,316.98,0.00,0.00,0.00,2026-05-11 21:11:51,订单结算,316.98,316.98,316.98
2705000231,平台技术服务费,0.00,0.00,0.00,3.20,3.20,3.20,2026-05-12 19:51:46,费用扣除,-3.20,3.20,3.20
2705000233,订单结算收入,232.52,232.52,232.52,0.00,0.00,0.00,2026-05-11 00:15:39,订单结算,232.52,232.52,232.52
2705000233,平台技术服务费,0.00,0.00,0.00,1.40,1.40,1.40,2026-05-12 06:40:59,费用扣除,-1.40,1.40,1.40
2705000477,订单结算收入,110.11,110.11,110.11,0.00,0.00,0.00,2026-05-11 21:58:44,订单结算,110.11,110.11,110.11
2705000477,平台技术服务费,0.00,0.00,0.00,0.66,0.66,0.66,2026-05-12 14:35:54,费用扣除,-0.66,0.66,0.66
2705000116,订单结算收入,163.92,163.92,163.92,0.00,0.00,0.00,2026-05-11 19:55:04,订单结算,163.92,163.92,163.92
2705000116,平台技术服务费,0.00,0.00,0.00,0.99,0.99,0.99,2026-05-12 02:45:27,费用扣除,-0.99,0.99,0.99
2705000266,订单结算收入,52.70,52.70,52.70,0.00,0.00,0.00,2026-05-11 04:13:21,订单结算,52.70,52.70,52.70
2705000266,平台技术服务费,0.00,0.00,0.00,0.32,0.32,0.32,2026-05-12 14:50:16,费用扣除,-0.32,0.32,0.32
2705000024,订单结算收入,66.45,66.45,66.45,0.00,0.00,0.00,2026-05-12 08:17:09,订单结算,66.45,66.45,66.45
2705000024,平台技术服务费,0.00,0.00,0.00,0.40,0.40,0.40,2026-05-13 21:46:17,费用扣除,-0.40,0.40,0.40
2705000087,订单结算收入,57.09,57.09,57.09,0.00,0.00,0.00,2026-05-12 06:39:58,订单结算,57.09,57.09,57.09
2705000087,平台技术服务费,0.00,0.00,0.00,0.34,0.34,0.34,2026-05-13 04:49:43,费用扣除,-0.34,0.34,0.34
2705000223,订单结算收入,57.76,57.76,57.76,0.00,0.00,0.00,2026-05-12 09:06:47,订单结算,57.76,57.76,57.76
2705000223,平台技术服务费,0.00,0.00,0.00,0.35,0.35,0.35,2026-05-13 04:28:16,费用扣除,-0.35,0.35,0.35
2705000124,订单结算收入,150.54,150.54,150.54,0.00,0.00,0.00,2026-05-12 15:38:27,订单结算,150.54,150.54,150.54
2705000124,平台技术服务费,0.00,0.00,0.00,0.91,0.91,0.91,2026-05-13 23:36:51,费用扣除,-0.91,0.91,0.91
2705000301,订单结算收入,23.95,23.95,23.95,0.00,0.00,0.00,2026-05-12 17:25:37,订单结算,23.95,23.95,23.95
2705000301,平台技术服务费,0.00,0.00,0.00,0.14,0.14,0.14,2026-05-13 13:27:11,费用扣除,-0.14,0.14,0.14
2705000139,订单结算收入,107.32,107.32,107.32,0.00,0.00,0.00,2026-05-12 00:31:16,订单结算,107.32,107.32,107.32
2705000139,平台技术服务费,0.00,0.00,0.00,0.65,0.65,0.65,2026-05-13 19:51:40,费用扣除,-0.65,0.65,0.65
2705000334,订单结算收入,112.04,112.04,112.04,0.00,0.00,0.00,2026-05-12 04:03:22,订单结算,112.04,112.04,112.04
2705000334,平台技术服务费,0.00,0.00,0.00,0.68,0.68,0.68,2026-05-13 09:10:01,费用扣除,-0.68,0.68,0.68
2705000358,订单结算收入,171.67,171.67,171.67,0.00,0.00,0.00,2026-05-12 16:30:41,订单结算,171.67,171.67,171.67
2705000358,平台技术服务费,0.00,0.00,0.00,1.04,1.04,1.04,2026-05-13 10:49:30,费用扣除,-1.04,1.04,1.04
2705000379,订单结算收入,183.11,183.11,183.11,0.00,0.00,0.00,2026-05-12 00:09:36,订单结算,183.11,183.11,183.11
2705000379,平台技术服务费,0.00,0.00,0.00,1.11,1.11,1.11,2026-05-13 16:23:31,费用扣除,-1.11,1.11,1.11
2705000515,订单结算收入,24.53,24.53,24.53,0.00,0.00,0.00,2026-05-12 21:12:06,订单结算,24.53,24.53,24.53
2705000515,平台技术服务费,0.00,0.00,0.00,0.15,0.15,0.15,2026-05-13 14:20:38,费用扣除,-0.15,0.15,0.15
2705000469,订单结算收入,72.31,72.31,72.31,0.00,0.00,0.00,2026-05-12 16:58:36,订单结算,72.31,72.31,72.31
2705000469,平台技术服务费,0.00,0.00,0.00,0.44,0.44,0.44,2026-05-13 18:51:07,费用扣除,-0.44,0.44,0.44
2705000483,订单结算收入,53.42,53.42,53.42,0.00,0.00,0.00,2026-05-12 17:30:01,订单结算,53.42,53.42,53.42
2705000483,平台技术服务费,0.00,0.00,0.00,0.54,0.54,0.54,2026-05-13 09:49:24,费用扣除,-0.54,0.54,0.54
2705000280,订单结算收入,142.04,142.04,142.04,0.00,0.00,0.00,2026-05-13 13:00:01,订单结算,142.04,142.04,142.04
2705000280,平台技术服务费,0.00,0.00,0.00,0.86,0.86,0.86,2026-05-14 10:42:21,费用扣除,-0.86,0.86,0.86
2705000272,订单结算收入,168.34,168.34,168.34,0.00,0.00,0.00,2026-05-13 12:09:58,订单结算,168.34,168.34,168.34
2705000272,平台技术服务费,0.00,0.00,0.00,1.02,1.02,1.02,2026-05-14 19:08:19,费用扣除,-1.02,1.02,1.02
2705000005,订单结算收入,23.71,23.71,23.71,0.00,0.00,0.00,2026-05-13 09:28:31,订单结算,23.71,23.71,23.71
2705000005,平台技术服务费,0.00,0.00,0.00,0.24,0.24,0.24,2026-05-14 05:40:56,费用扣除,-0.24,0.24,0.24
2705000404,订单结算收入,113.43,113.43,113.43,0.00,0.00,0.00,2026-05-13 18:59:18,订单结算,113.43,113.43,113.43
2705000404,平台技术服务费,0.00,0.00,0.00,0.68,0.68,0.68,2026-05-14 09:50:16,费用扣除,-0.68,0.68,0.68
2705000321,订单结算收入,89.26,89.26,89.26,0.00,0.00,0.00,2026-05-13 10:52:32,订单结算,89.26,89.26,89.26
2705000321,平台技术服务费,0.00,0.00,0.00,0.54,0.54,0.54,2026-05-14 23:51:06,费用扣除,-0.54,0.54,0.54
2705000005,0030003百亿补贴扣点,0.00,0.00,0.00,15.16,15.16,15.16,2026-05-13 12:46:43,技术服务费,-15.16,15.16,15.16
2705000316,订单结算收入,289.03,289.03,289.03,0.00,0.00,0.00,2026-05-14 21:22:27,订单结算,289.03,289.03,289.03
2705000316,平台技术服务费,0.00,0.00,0.00,1.74,1.74,1.74,2026-05-15 23:25:30,费用扣除,-1.74,1.74,1.74
2705000366,订单结算收入,65.86,65.86,65.86,0.00,0.00,0.00,2026-05-14 04:58:39,订单结算,65.86,65.86,65.86
2705000366,平台技术服务费,0.00,0.00,0.00,0.40,0.40,0.40,2026-05-15 15:04:13,费用扣除,-0.40,0.40,0.40
2705000330,订单结算收入,73.92,73.92,73.92,0.00,0.00,0.00,2026-05-14 17:59:36,订单结算,73.92,73.92,73.92
2705000330,平台技术服务费,0.00,0.00,0.00,0.45,0.45,0.45,2026-05-15 11:17:42,费用扣除,-0.45,0.45,0.45
2705000273,订单结算收入,166.57,166.57,166.57,0.00,0.00,0.00,2026-05-14 22:46:05,订单结算,166.57,166.57,166.57
2705000273,平台技术服务费,0.00,0.00,0.00,1.01,1.01,1.01,2026-05-15 12:09:09,费用扣除,-1.01,1.01,1.01
2705000493,订单结算收入,89.93,89.93,89.93,0.00,0.00,0.00,2026-05-14 15:02:18,订单结算,89.93,89.93,89.93
2705000493,平台技术服务费,0.00,0.00,0.00,0.54,0.54,0.54,2026-05-15 05:05:54,费用扣除,-0.54,0.54,0.54
2705000085,订单结算收入,247.75,247.75,247.75,0.00,0.00,0.00,2026-05-14 22:40:54,订单结算,247.75,247.75,247.75
2705000085,平台技术服务费,0.00,0.00,0.00,2.50,2.50,2.50,2026-05-15 09:08:32,费用扣除,-2.50,2.50,2.50
2705000480,订单结算收入,126.40,126.40,126.40,0.00,0.00,0.00,2026-05-14 06:47:45,订单结算,126.40,126.40,126.40
2705000480,平台技术服务费,0.00,0.00,0.00,1.28,1.28,1.28,2026-05-15 09:14:27,费用扣除,-1.28,1.28,1.28
