订单号,订单状态,支付时间,发货时间,确认收货时间,订单成交时间,承诺发货时间,商品名称,商品ID,商家编码-商品维度,商家编码-规格维度,商品规格,规格id,规格名称,样式ID,商品一级类目,商品二级类目,商品三级类目,商品四级类目,商品数量(件),商品单价(元),商品总价(元),用户实付金额(元),商家实收金额(元),邮费(元),店铺优惠折扣(元),平台优惠折扣(元),多多支付立减金额(元),拼多多优惠券(元),平台技术服务费(元),上门安装费(元),送货入户费(元),送货入户并安装费(元),退款金额(元),退款原因,退款类型,售后状态,省,市,订单来源,是否直播间成交,是否直播间引导成交,是否门店自提,门店名称,支付方式,是否分期,分期期数,手续费承担方,是否预售,是否顺丰加价,是否抽奖或0元试用,是否社区团购,是否无痕发货,是否节能补贴,快递公司,快递单号,配送状态,集运类型
2705000169,已签收,2026-05-15 12:18:25,2026-05-18 17:16:45,2026-05-24,2026-05-15 19:52:40,2026-05-17,夏季冰丝凉席三件套,PD00001,SP00001,SKU003,1.5m床-蓝色,SKU003,1.5m床-蓝色,ST003,家居生活,床上用品,凉席,冰丝凉席,3,89.00,267.00,263.62,262.04,0.00,1.35,1.18,0.85,0.00,1.58,0.00,0.00,0.00,0.00,,,,山东省,青岛,APP-iOS,否,否,否,,多多支付,否,,,否,否,否,否,否,否,韵达快递,YT13094802302,已签收,
2705000451,已签收,2026-05-15 13:09:58,2026-05-18 08:07:16,2026-05-22,2026-05-15 20:28:21,2026-05-17,不锈钢保温杯大容量,PD00004,SP00004,SKU008,500ml-黑色,SKU008,500ml-黑色,ST008,家居生活,餐饮用具,保温杯,不锈钢保温杯,1,45.00,45.00,38.65,38.42,0.00,2.54,2.22,1.59,0.00,0.23,0.00,0.00,0.00,0.00,,,,广西,南宁,H5,否,否,否,,微信支付,否,,,否,否,否,否,否,是,圆通速递,YT68416596032,运输中,
2705000468,已取消,2026-05-15 14:04:58,,,2026-05-15 17:35:20,2026-05-17,女士防晒衣轻薄透气,PD00006,SP00006,SKU014,L码-粉色,SKU014,L码-粉色,ST014,服饰内衣,女装,外套,防晒衣,1,69.00,69.00,60.60,60.24,0.00,1.98,1.73,1.24,3.45,0.36,0.00,0.00,0.00,0.00,,,,北京市,北京,小程序,否,否,否,,微信支付,否,,,否,否,否,否,是,否,中通快递,YT45998600160,,
2705000101,待发货,2026-05-15 18:18:14,2026-05-16 02:52:16,2026-05-17,2026-05-15 04:17:28,2026-05-17,女士防晒衣轻薄透气,PD00006,SP00006,SKU013,M码-浅蓝,SKU013,M码-浅蓝,ST013,服饰内衣,女装,外套,防晒衣,3,69.00,207.00,179.22,178.14,0.00,6.97,6.10,4.36,10.35,1.08,0.00,0.00,0.00,0.00,,,,重庆市,重庆,网页,否,否,否,,多多支付,否,,,否,否,否,否,否,否,中通快递,YT92454526369,运输中,
2705000294,已签收,2026-05-15 19:58:37,2026-05-16 10:07:35,2026-05-17,2026-05-15 08:46:13,2026-05-17,男士运动休闲鞋透气款,PD00005,SP00005,SKU010,39码-黑色,SKU010,39码-黑色,ST010,运动户外,运动鞋服,运动鞋,跑步鞋,5,119.00,595.00,528.75,525.58,0.00,26.50,23.19,16.56,0.00,3.17,0.00,0.00,0.00,0.00,,,,河北省,石家庄,APP-Android,否,否,否,,花呗分期,否,,,否,否,否,否,否,否,韵达快递,YT13304432007,运输中,
2705000118,已付款,2026-05-15 22:13:31,2026-05-16 10:36:45,2026-05-22,2026-05-15 08:10:20,2026-05-17,不锈钢保温杯大容量,PD00004,SP00004,SKU009,800ml-银色,SKU009,800ml-银色,ST009,家居生活,餐饮用具,保温杯,不锈钢保温杯,5,65.00,325.00,280.23,278.55,0.00,17.91,15.67,11.19,0.00,1.68,0.00,0.00,0.00,0.00,,,,湖南省,长沙,H5,否,否,否,,花呗分期,否,,,否,否,否,否,否,否,邮政快递,YT65758747990,派送中,
2705000018,已发货,2026-05-16 01:01:02,2026-05-19 08:43:37,2026-05-20,2026-05-16 18:33:11,2026-05-18,男士运动休闲鞋透气款,PD00005,SP00005,SKU010,39码-黑色,SKU010,39码-黑色,ST010,运动户外,运动鞋服,运动鞋,跑步鞋,1,119.00,119.00,92.23,91.68,0.00,10.71,9.37,6.69,0.00,0.55,0.00,0.00,0.00,0.00,,,,浙江省,杭州,网页,否,否,否,,支付宝,否,,,否,否,否,否,否,否,中通快递,YT64786271108,运输中,
2705000389,已签收,2026-05-16 02:04:06,2026-05-16 20:45:21,2026-05-17,2026-05-16 07:40:03,2026-05-18,桌面手机支架可折叠,PD00008,SP00008,SKU017,基础款-黑色,SKU017,基础款-黑色,ST017,数码电器,手机配件,支架,桌面支架,1,19.90,19.90,15.73,15.64,0.00,1.67,1.46,1.04,0.00,0.09,0.00,0.00,0.00,0.00,,,,四川省,成都,小程序,否,否,否,,花呗分期,否,6,,否,否,否,否,否,否,申通快递,YT65656567062,派送中,
2705000099,已退款,2026-05-16 08:15:52,2026-05-18 19:54:28,2026-05-23,2026-05-16 17:55:20,2026-05-18,有机红枣夹核桃500g,PD00007,SP00007,SKU016,1000g礼盒,SKU016,1000g礼盒,ST016,食品生鲜,坚果零食,红枣,夹心红枣,2,69.00,138.00,130.91,130.12,0.00,2.84,2.48,1.77,0.00,0.79,0.00,0.00,0.00,42.37,卖家发错尺码,退货退款,退款成功,江西省,南昌,APP-Android,否,否,否,,支付宝,否,,,否,否,否,否,否,是,中通快递,YT62006618325,运输中,
2705000245,已退款,2026-05-16 09:17:22,2026-05-16 10:08:54,2026-05-23,2026-05-16 23:15:58,2026-05-18,女士防晒衣轻薄透气,PD00006,SP00006,SKU013,M码-浅蓝,SKU013,M码-浅蓝,ST013,服饰内衣,女装,外套,防晒衣,1,69.00,69.00,66.57,66.17,0.00,0.97,0.85,0.61,0.00,0.40,0.00,0.00,0.00,36.37,不喜欢/效果不好,仅退款,退货退款,河南省,郑州,H5,否,否,否,,微信支付,否,,,否,否,否,否,否,否,邮政快递,YT77112663537,运输中,
2705000065,已签收,2026-05-16 09:21:35,2026-05-16 01:54:46,2026-05-18,2026-05-16 18:06:44,2026-05-18,女士防晒衣轻薄透气,PD00006,SP00006,SKU013,M码-浅蓝,SKU013,M码-浅蓝,ST013,服饰内衣,女装,外套,防晒衣,1,69.00,69.00,52.88,52.56,0.00,5.07,4.43,3.17,3.45,0.32,0.00,0.00,0.00,0.00,,,,广东省,广州,APP-iOS,否,否,否,,微信支付,否,,,否,否,否,否,否,否,极兔速递,YT63412975073,已签收,
2705000512,已取消,2026-05-16 09:53:48,,,2026-05-16 09:39:59,2026-05-18,不锈钢保温杯大容量,PD00004,SP00004,SKU008,500ml-黑色,SKU008,500ml-黑色,ST008,家居生活,餐饮用具,保温杯,不锈钢保温杯,1,45.00,45.00,41.11,40.86,0.00,1.56,1.36,0.97,0.00,0.25,0.00,0.00,0.00,0.00,,,,陕西省,西安,小程序,否,否,否,,花呗分期,否,,,否,否,否,否,否,否,申通快递,YT82632749353,,
2705000265,已签收,2026-05-16 11:09:42,2026-05-17 17:57:10,2026-05-23,2026-05-16 06:55:59,2026-05-18,儿童益智积木拼装玩具,PD00003,SP00003,SKU006,大颗粒100粒,SKU006,大颗粒100粒,ST006,母婴玩具,益智玩具,积木,大颗粒积木,3,59.00,177.00,141.35,140.50,0.00,14.26,12.48,8.91,0.00,0.85,0.00,0.00,0.00,100.14,物流太慢,仅退款,退款成功,重庆市,重庆,小程序,否,否,否,,支付宝,否,,,否,否,否,否,否,否,申通快递,YT71099066586,运输中,
2705000181,待发货,2026-05-16 14:50:16,2026-05-17 12:26:45,2026-05-22,2026-05-16 06:08:15,2026-05-18,不锈钢保温杯大容量,PD00004,SP00004,SKU008,500ml-黑色,SKU008,500ml-黑色,ST008,家居生活,餐饮用具,保温杯,不锈钢保温杯,2,45.00,90.00,70.95,70.24,0.00,5.82,5.09,3.64,4.50,0.71,0.00,0.00,0.00,0.00,,,,安徽省,合肥,APP-Android,否,否,否,,支付宝,否,,,否,否,否,否,否,否,极兔速递,YT41373975342,已签收,
2705000153,待发货,2026-05-16 14:56:42,2026-05-19 03:01:06,2026-05-25,2026-05-16 02:36:37,2026-05-18,不锈钢保温杯大容量,PD00004,SP00004,SKU009,800ml-银色,SKU009,800ml-银色,ST009,家居生活,餐饮用具,保温杯,不锈钢保温杯,2,65.00,130.00,107.50,106.85,0.00,6.40,5.60,4.00,6.50,0.65,60.88,0.00,0.00,0.00,,,,上海市,上海,H5,否,否,否,,支付宝,否,,,否,否,否,否,否,是,圆通速递,YT23399625571,已签收,
2705000035,待发货,2026-05-16 20:18:15,2026-05-18 17:13:03,2026-05-22,2026-05-16 11:59:19,2026-05-18,儿童益智积木拼装玩具,PD00003,SP00003,SKU006,大颗粒100粒,SKU006,大颗粒100粒,ST006,母婴玩具,益智玩具,积木,大颗粒积木,1,59.00,59.00,46.85,46.57,0.00,4.86,4.25,3.04,0.00,0.28,0.00,0.00,0.00,0.00,,,,上海市,上海,H5,否,否,否,,微信支付,否,,,是,否,否,否,否,否,极兔速递,YT76974742815,运输中,
2705000088,已付款,2026-05-17 01:12:13,2026-05-20 11:32:49,2026-05-25,2026-05-17 14:32:11,2026-05-19,有机红枣夹核桃500g,PD00007,SP00007,SKU015,500g袋装,SKU015,500g袋装,ST015,食品生鲜,坚果零食,红枣,夹心红枣,3,39.00,117.00,92.48,91.93,0.00,9.81,8.58,6.13,0.00,0.55,0.00,0.00,0.00,0.00,,,,北京市,北京,网页,否,否,否,,微信支付,否,,,否,否,否,否,否,否,顺丰速运,YT11087129800,运输中,
2705000414,已付款,2026-05-17 11:30:42,2026-05-18 01:15:42,2026-05-23,2026-05-17 22:30:59,2026-05-19,桌面手机支架可折叠,PD00008,SP00008,SKU018,升级款-银色,SKU018,升级款-银色,ST018,数码电器,手机配件,支架,桌面支架,2,29.90,59.80,55.95,55.61,0.00,1.54,1.35,0.96,0.00,0.34,0.00,0.00,0.00,0.00,,,,福建省,厦门,H5,否,否,否,,花呗分期,否,,,否,否,否,否,否,否,顺丰速运,YT42164110824,运输中,
2705000184,待发货,2026-05-17 13:50:34,2026-05-19 01:53:04,2026-05-22,2026-05-17 02:10:06,2026-05-19,有机红枣夹核桃500g,PD00007,SP00007,SKU015,500g袋装,SKU015,500g袋装,ST015,食品生鲜,坚果零食,红枣,夹心红枣,1,39.00,39.00,33.68,33.48,0.00,1.35,1.18,0.84,1.95,0.20,0.00,0.00,0.00,0.00,,,,江苏省,南京,网页,否,否,否,,花呗分期,否,,,否,否,否,否,否,否,极兔速递,YT30467953278,运输中,转运
2705000328,已退款,2026-05-17 14:06:13,2026-05-20 11:54:35,2026-05-22,2026-05-17 09:22:08,2026-05-19,男士运动休闲鞋透气款,PD00005,SP00005,SKU011,40码-黑色,SKU011,40码-黑色,ST011,运动户外,运动鞋服,运动鞋,跑步鞋,1,119.00,119.00,99.77,99.17,0.00,5.31,4.65,3.32,5.95,0.60,0.00,0.00,0.00,67.68,七天无理由退货,退货退款,退款成功,江西省,南昌,小程序,否,否,否,,花呗分期,否,6,,否,否,否,否,否,是,圆通速递,YT12457687703,运输中,
2705000498,已退款,2026-05-17 20:34:43,2026-05-19 11:12:25,2026-05-21,2026-05-17 21:43:11,2026-05-19,夏季冰丝凉席三件套,PD00001,SP00001,SKU002,1.8m床-灰色,SKU002,1.8m床-灰色,ST002,家居生活,床上用品,凉席,冰丝凉席,5,109.00,545.00,496.28,493.30,0.00,19.49,17.05,12.18,0.00,2.98,62.22,0.00,0.00,196.35,商品与描述不符,退货退款,退款成功,山东省,青岛,APP-iOS,否,否,否,,花呗分期,否,,,否,是,否,否,否,否,申通快递,YT15595460661,派送中,
2705000490,已完成,2026-05-18 01:34:51,2026-05-21 05:12:12,2026-05-26,2026-05-18 11:47:48,2026-05-20,有机红枣夹核桃500g,PD00007,SP00007,SKU015,500g袋装,SKU015,500g袋装,ST015,食品生鲜,坚果零食,红枣,夹心红枣,3,39.00,117.00,97.03,96.45,0.00,7.99,6.99,4.99,0.00,0.58,0.00,0.00,0.00,0.00,,,,安徽省,合肥,小程序,否,否,是,大悦城店,微信支付,否,,,是,否,否,否,是,否,顺丰速运,YT20357717429,运输中,
2705000055,已签收,2026-05-18 03:07:04,2026-05-19 03:26:58,2026-05-26,2026-05-18 08:31:09,2026-05-20,有机红枣夹核桃500g,PD00007,SP00007,SKU015,500g袋装,SKU015,500g袋装,ST015,食品生鲜,坚果零食,红枣,夹心红枣,2,39.00,78.00,72.70,72.26,0.00,0.56,0.49,0.35,3.90,0.44,0.00,0.00,0.00,0.00,,,,安徽省,合肥,H5,否,否,否,,花呗分期,否,,,否,否,否,否,否,否,顺丰速运,YT19280565543,派送中,
2705000166,已付款,2026-05-18 03:53:07,2026-05-21 13:23:38,2026-05-25,2026-05-18 13:30:04,2026-05-20,女士防晒衣轻薄透气,PD00006,SP00006,SKU013,M码-浅蓝,SKU013,M码-浅蓝,ST013,服饰内衣,女装,外套,防晒衣,1,69.00,69.00,54.57,54.24,0.00,5.77,5.05,3.61,0.00,0.33,0.00,0.00,0.00,0.00,,,,湖南省,长沙,H5,否,否,否,,支付宝,否,,,否,否,否,否,否,否,圆通速递,YT30117721480,派送中,
2705000110,已完成,2026-05-18 11:16:29,2026-05-20 00:24:15,2026-05-24,2026-05-18 11:35:47,2026-05-20,男士运动休闲鞋透气款,PD00005,SP00005,SKU010,39码-黑色,SKU010,39码-黑色,ST010,运动户外,运动鞋服,运动鞋,跑步鞋,1,119.00,119.00,101.35,100.74,0.00,7.06,6.18,4.41,0.00,0.61,0.00,0.00,0.00,0.00,,,,重庆市,重庆,H5,否,否,否,,支付宝,否,,,否,否,否,否,否,否,申通快递,YT82063840960,已签收,
2705000370,已退款,2026-05-18 11:19:14,2026-05-20 07:05:18,2026-05-24,2026-05-18 04:42:53,2026-05-20,女士防晒衣轻薄透气,PD00006,SP00006,SKU013,M码-浅蓝,SKU013,M码-浅蓝,ST013,服饰内衣,女装,外套,防晒衣,2,69.00,138.00,113.00,112.32,0.00,10.00,8.75,6.25,0.00,0.68,0.00,0.00,0.00,65.72,发错货/漏发,退货退款,退款成功,湖南省,长沙,H5,否,否,否,,支付宝,否,,,否,否,否,否,否,否,中通快递,YT97057009268,运输中,
2705000111,已退款,2026-05-18 20:11:41,2026-05-19 10:36:02,2026-05-20,2026-05-18 07:20:47,2026-05-20,女士防晒衣轻薄透气,PD00006,SP00006,SKU013,M码-浅蓝,SKU013,M码-浅蓝,ST013,服饰内衣,女装,外套,防晒衣,1,69.00,69.00,67.06,66.66,0.00,0.78,0.68,0.48,0.00,0.40,0.00,0.00,0.00,66.61,七天无理由退货,仅退款,退货退款,安徽省,合肥,网页,否,是,否,,多多支付,否,,买家,否,否,否,否,否,否,极兔速递,YT10772012791,运输中,
2705000380,已退款,2026-05-18 21:41:48,2026-05-20 09:45:40,2026-05-27,2026-05-18 04:09:45,2026-05-20,有机红枣夹核桃500g,PD00007,SP00007,SKU016,1000g礼盒,SKU016,1000g礼盒,ST016,食品生鲜,坚果零食,红枣,夹心红枣,2,69.00,138.00,125.68,124.93,0.00,4.93,4.31,3.08,0.00,0.75,0.00,0.00,0.00,115.34,收到商品破损,仅退款,退款成功,湖南省,长沙,小程序,否,否,否,,微信支付,否,,商家,否,否,否,否,否,是,圆通速递,YT59438789506,运输中,
2705000125,已完成,2026-05-18 23:49:03,2026-05-19 03:14:18,2026-05-26,2026-05-18 20:23:04,2026-05-20,有机红枣夹核桃500g,PD00007,SP00007,SKU015,500g袋装,SKU015,500g袋装,ST015,食品生鲜,坚果零食,红枣,夹心红枣,2,39.00,78.00,71.37,70.94,0.00,2.65,2.32,1.66,0.00,0.43,0.00,0.00,0.00,0.00,,,,北京市,北京,APP-iOS,否,否,否,,花呗分期,否,,买家,否,否,否,否,否,否,圆通速递,YT71804580482,已签收,
2705000478,已退款,2026-05-18 23:57:15,2026-05-18 13:20:30,2026-05-23,2026-05-18 02:12:17,2026-05-20,女士防晒衣轻薄透气,PD00006,SP00006,SKU013,M码-浅蓝,SKU013,M码-浅蓝,ST013,服饰内衣,女装,外套,防晒衣,1,69.00,69.00,62.05,61.68,0.00,2.78,2.43,1.74,0.00,0.37,0.00,0.00,0.00,23.19,商品与描述不符,仅退款,退款成功,山东省,青岛,H5,否,否,否,,花呗分期,否,,,否,是,否,否,否,否,顺丰速运,YT57677333728,运输中,
2705000059,已完成,2026-05-19 00:26:48,2026-05-20 10:37:34,2026-05-24,2026-05-19 19:10:01,2026-05-21,女士防晒衣轻薄透气,PD00006,SP00006,SKU013,M码-浅蓝,SKU013,M码-浅蓝,ST013,服饰内衣,女装,外套,防晒衣,1,69.00,69.00,54.43,54.10,0.00,4.45,3.89,2.78,3.45,0.33,0.00,0.00,0.00,0.00,,,,山东省,青岛,小程序,否,否,否,,支付宝,否,,,否,否,否,否,否,否,圆通速递,YT28297305325,运输中,
2705000121,已发货,2026-05-19 00:54:21,2026-05-22 07:59:10,2026-05-29,2026-05-19 15:55:33,2026-05-21,不锈钢保温杯大容量,PD00004,SP00004,SKU009,800ml-银色,SKU009,800ml-银色,ST009,家居生活,餐饮用具,保温杯,不锈钢保温杯,5,65.00,325.00,306.60,304.76,0.00,7.36,6.44,4.60,0.00,1.84,0.00,0.00,0.00,0.00,,,补发,重庆市,重庆,APP-iOS,否,否,否,,支付宝,否,,,否,否,否,否,否,否,邮政快递,YT62233602736,派送中,
2705000300,已发货,2026-05-19 02:03:50,2026-05-20 19:53:15,2026-05-22,2026-05-19 15:52:43,2026-05-21,儿童益智积木拼装玩具,PD00003,SP00003,SKU007,大颗粒200粒,SKU007,大颗粒200粒,ST007,母婴玩具,益智玩具,积木,大颗粒积木,1,99.00,99.00,76.75,76.29,0.00,8.90,7.79,5.56,0.00,0.46,0.00,0.00,0.00,0.00,,,,山东省,青岛,APP-iOS,否,否,否,,支付宝,否,,,否,否,否,否,否,否,韵达快递,YT49695538602,已签收,集运
2705000511,已退款,2026-05-19 05:00:01,2026-05-19 15:06:44,2026-05-22,2026-05-19 14:09:24,2026-05-21,有机红枣夹核桃500g,PD00007,SP00007,SKU016,1000g礼盒,SKU016,1000g礼盒,ST016,食品生鲜,坚果零食,红枣,夹心红枣,5,69.00,345.00,336.25,334.23,0.00,3.50,3.06,2.19,0.00,2.02,0.00,0.00,0.00,170.08,发错货/漏发,仅退款,退款成功,辽宁省,沈阳,APP-iOS,是,否,否,,支付宝,否,6,,否,否,否,否,否,否,极兔速递,YT53602235737,运输中,
2705000298,已退款,2026-05-19 07:27:05,2026-05-20 11:25:22,2026-05-22,2026-05-19 03:55:08,2026-05-21,女士防晒衣轻薄透气,PD00006,SP00006,SKU014,L码-粉色,SKU014,L码-粉色,ST014,服饰内衣,女装,外套,防晒衣,2,69.00,138.00,132.45,131.13,0.00,2.22,1.94,1.39,0.00,1.32,0.00,0.00,0.00,114.30,发错货/漏发,退货退款,退款成功,河北省,石家庄,APP-Android,否,否,否,,支付宝,否,,,否,否,否,否,否,否,邮政快递,YT18059145055,运输中,
2705000253,已付款,2026-05-19 11:17:04,2026-05-20 07:22:33,2026-05-24,2026-05-19 13:20:16,2026-05-21,男士运动休闲鞋透气款,PD00005,SP00005,SKU011,40码-黑色,SKU011,40码-黑色,ST011,运动户外,运动鞋服,运动鞋,跑步鞋,1,119.00,119.00,89.83,89.29,0.00,9.29,8.13,5.80,5.95,0.54,0.00,0.00,0.00,0.00,,,,河南省,郑州,小程序,否,否,否,,多多支付,否,,,否,否,否,否,否,否,中通快递,YT41734686283,运输中,
2705000013,已付款,2026-05-19 11:40:36,2026-05-21 15:41:00,2026-05-23,2026-05-19 03:05:31,2026-05-21,不锈钢保温杯大容量,PD00004,SP00004,SKU008,500ml-黑色,SKU008,500ml-黑色,ST008,家居生活,餐饮用具,保温杯,不锈钢保温杯,2,45.00,90.00,80.32,79.84,0.00,3.87,3.39,2.42,0.00,0.48,0.00,0.00,0.00,0.00,,,,江苏省,南京,H5,否,否,否,,花呗分期,否,,,否,否,否,否,是,否,中通快递,YT14247173927,派送中,
2705000108,已发货,2026-05-19 19:44:08,2026-05-20 15:43:14,2026-05-25,2026-05-19 17:56:23,2026-05-21,不锈钢保温杯大容量,PD00004,SP00004,SKU008,500ml-黑色,SKU008,500ml-黑色,ST008,家居生活,餐饮用具,保温杯,不锈钢保温杯,5,45.00,225.00,169.83,168.81,0.00,17.57,15.37,10.98,11.25,1.02,0.00,0.00,0.00,0.00,,,,陕西省,西安,APP-Android,否,否,否,,微信支付,否,,,否,否,否,否,否,否,申通快递,YT36596219035,运输中,
2705000091,已签收,2026-05-20 08:58:09,2026-05-21 05:58:55,2026-05-24,2026-05-20 19:48:43,2026-05-22,男士运动休闲鞋透气款,PD00005,SP00005,SKU011,40码-黑色,SKU011,40码-黑色,ST011,运动户外,运动鞋服,运动鞋,跑步鞋,1,119.00,119.00,106.32,105.68,0.00,5.07,4.44,3.17,0.00,0.64,0.00,0.00,0.00,0.00,,,,安徽省,合肥,小程序,否,否,否,,多多支付,否,,,否,否,否,否,否,是,邮政快递,YT27314460274,运输中,
2705000332,已发货,2026-05-20 11:50:53,2026-05-23 15:21:40,2026-05-26,2026-05-20 08:00:56,2026-05-22,男士运动休闲鞋透气款,PD00005,SP00005,SKU012,41码-白色,SKU012,41码-白色,ST012,运动户外,运动鞋服,运动鞋,跑步鞋,1,119.00,119.00,98.60,98.01,0.00,5.78,5.06,3.61,5.95,0.59,0.00,0.00,0.00,0.00,,,,上海市,上海,APP-iOS,否,否,否,,支付宝,否,,买家,否,否,否,否,否,否,申通快递,YT95829294836,运输中,
2705000084,已退款,2026-05-20 13:30:05,2026-05-22 15:25:21,2026-05-27,2026-05-20 11:01:22,2026-05-22,男士运动休闲鞋透气款,PD00005,SP00005,SKU012,41码-白色,SKU012,41码-白色,ST012,运动户外,运动鞋服,运动鞋,跑步鞋,1,119.00,119.00,114.20,113.51,0.00,1.92,1.68,1.20,0.00,0.69,0.00,0.00,0.00,73.08,卖家发错尺码,仅退款,退款成功,江西省,南昌,网页,否,否,否,,花呗分期,否,,,否,否,否,否,否,否,韵达快递,YT34283139692,已签收,
2705000360,已发货,2026-05-20 17:00:06,2026-05-21 22:52:01,2026-05-26,2026-05-20 22:36:31,2026-05-22,儿童益智积木拼装玩具,PD00003,SP00003,SKU007,大颗粒200粒,SKU007,大颗粒200粒,ST007,母婴玩具,益智玩具,积木,大颗粒积木,2,99.00,198.00,168.18,167.17,0.00,11.93,10.44,7.45,0.00,1.01,0.00,0.00,0.00,0.00,,,,河北省,石家庄,网页,否,否,否,,微信支付,否,,,是,否,否,否,否,否,中通快递,YT86369125302,派送中,
2705000295,待发货,2026-05-21 00:10:16,2026-05-22 11:35:16,2026-05-24,2026-05-21 19:30:45,2026-05-23,男士运动休闲鞋透气款,PD00005,SP00005,SKU011,40码-黑色,SKU011,40码-黑色,ST011,运动户外,运动鞋服,运动鞋,跑步鞋,1,119.00,119.00,93.87,93.31,0.00,7.67,6.71,4.80,5.95,0.56,0.00,0.00,0.00,0.00,,,,广西,南宁,APP-iOS,否,否,否,,花呗分期,否,,,否,否,否,否,否,否,中通快递,YT57974812807,派送中,
2705000063,已发货,2026-05-21 02:05:15,2026-05-22 09:11:43,2026-05-24,2026-05-21 20:54:18,2026-05-23,夏季冰丝凉席三件套,PD00001,SP00001,SKU003,1.5m床-蓝色,SKU003,1.5m床-蓝色,ST003,家居生活,床上用品,凉席,冰丝凉席,5,89.00,445.00,361.44,359.27,0.00,33.42,29.25,20.89,0.00,2.17,68.17,0.00,0.00,0.00,,,,上海市,上海,APP-iOS,是,否,否,,多多支付,否,6,,否,否,否,否,否,否,顺丰速运,YT78295817944,运输中,
2705000064,已发货,2026-05-21 03:11:53,2026-05-23 16:19:33,2026-05-29,2026-05-21 15:37:37,2026-05-23,夏季冰丝凉席三件套,PD00001,SP00001,SKU001,1.5m床-灰色,SKU001,1.5m床-灰色,ST001,家居生活,床上用品,凉席,冰丝凉席,2,89.00,178.00,169.03,168.02,0.00,3.59,3.14,2.24,0.00,1.01,0.00,0.00,0.00,0.00,,,,江苏省,南京,H5,否,否,否,,花呗分期,否,,,否,否,否,否,否,否,韵达快递,YT84889788327,已签收,
2705000218,已付款,2026-05-21 05:41:22,2026-05-23 02:05:27,2026-05-28,2026-05-21 01:07:15,2026-05-23,夏季冰丝凉席三件套,PD00001,SP00001,SKU002,1.8m床-灰色,SKU002,1.8m床-灰色,ST002,家居生活,床上用品,凉席,冰丝凉席,1,109.00,109.00,96.48,95.90,0.00,5.01,4.38,3.13,0.00,0.58,0.00,0.00,0.00,0.00,,,,福建省,厦门,小程序,否,否,否,,微信支付,否,,,否,否,否,否,否,否,邮政快递,YT47286215068,派送中,
2705000208,已完成,2026-05-21 05:49:28,2026-05-22 07:28:39,2026-05-26,2026-05-21 13:58:00,2026-05-23,夏季冰丝凉席三件套,PD00001,SP00001,SKU001,1.5m床-灰色,SKU001,1.5m床-灰色,ST001,家居生活,床上用品,凉席,冰丝凉席,1,89.00,89.00,70.55,69.84,0.00,7.38,6.46,4.61,0.00,0.71,38.15,0.00,0.00,0.00,,,,广东省,广州,网页,否,否,否,,花呗分期,否,,,否,是,否,否,否,否,圆通速递,YT71331358127,运输中,
2705000395,已完成,2026-05-21 07:17:22,2026-05-22 09:35:31,2026-05-25,2026-05-21 11:51:14,2026-05-23,儿童益智积木拼装玩具,PD00003,SP00003,SKU006,大颗粒100粒,SKU006,大颗粒100粒,ST006,母婴玩具,益智玩具,积木,大颗粒积木,2,59.00,118.00,98.55,97.56,0.00,5.42,4.74,3.39,5.90,0.99,0.00,0.00,0.00,0.00,,,,广西,南宁,小程序,否,否,否,,支付宝,否,,,否,否,否,否,否,否,邮政快递,YT69833539667,运输中,
2705000167,已退款,2026-05-21 08:49:35,2026-05-23 10:06:17,2026-05-25,2026-05-21 03:02:49,2026-05-23,桌面手机支架可折叠,PD00008,SP00008,SKU017,基础款-黑色,SKU017,基础款-黑色,ST017,数码电器,手机配件,支架,桌面支架,1,19.90,19.90,14.51,14.42,0.00,1.76,1.54,1.10,0.99,0.09,0.00,0.00,0.00,11.82,七天无理由退货,退货退款,退款成功,云南省,昆明,APP-iOS,否,否,否,,支付宝,否,3,,是,否,否,否,否,否,申通快递,YT13646586856,运输中,
2705000143,已发货,2026-05-21 09:08:59,2026-05-22 03:50:40,2026-05-27,2026-05-21 18:07:32,2026-05-23,桌面手机支架可折叠,PD00008,SP00008,SKU017,基础款-黑色,SKU017,基础款-黑色,ST017,数码电器,手机配件,支架,桌面支架,1,19.90,19.90,19.01,18.90,0.00,0.36,0.31,0.22,0.00,0.11,0.00,0.00,0.00,0.00,,,,河南省,郑州,APP-iOS,否,否,否,,支付宝,否,,,否,否,否,否,否,否,中通快递,YT90583668762,运输中,
2705000123,已签收,2026-05-21 15:00:12,2026-05-23 00:37:50,2026-05-28,2026-05-21 15:05:09,2026-05-23,男士运动休闲鞋透气款,PD00005,SP00005,SKU010,39码-黑色,SKU010,39码-黑色,ST010,运动户外,运动鞋服,运动鞋,跑步鞋,2,119.00,238.00,183.69,182.59,0.00,21.72,19.01,13.58,0.00,1.10,0.00,0.00,0.00,0.00,,,,重庆市,重庆,H5,否,否,否,,多多支付,否,,,否,否,否,否,否,否,邮政快递,YT84069755378,运输中,
